iter	MultiClass
0	1.593828143
1	1.307781559
2	1.110791429
3	0.9670396354
4	0.8597343306
5	0.7648736519
6	0.6832607417
7	0.6203680509
8	0.5666928819
9	0.5204962796
10	0.4800486268
11	0.4450098213
12	0.4108587202
13	0.3841172901
14	0.3555390182
15	0.3303249979
16	0.310086103
17	0.2903221377
18	0.273430183
19	0.2578739519
20	0.2418904526
21	0.2276564601
22	0.2151462341
23	0.2044026252
24	0.19397719
25	0.1848019675
26	0.1772096474
27	0.1691296674
28	0.1619204282
29	0.1559323753
30	0.1506775083
31	0.1459238091
32	0.1400719762
33	0.1364006726
34	0.1317473931
35	0.1274898181
36	0.123337793
37	0.1193312413
38	0.115965253
39	0.1126475471
40	0.1095010736
41	0.1059590348
42	0.1033278749
43	0.1011072972
44	0.09911441429
45	0.0971261394
46	0.0948567599
47	0.09224019977
48	0.09004462665
49	0.08806884241
50	0.08640182677
51	0.08452955176
52	0.08301533003
53	0.08186120798
54	0.08018358127
55	0.07887930488
56	0.07794722725
57	0.07663869072
58	0.07509444338
59	0.07375160687
60	0.07282426362
61	0.07204512281
62	0.07151448761
63	0.07091316882
64	0.07002667348
65	0.0691038581
66	0.0687599793
67	0.06826688601
68	0.06749489482
69	0.06685161477
70	0.0660754098
71	0.06511870913
72	0.06453120696
73	0.06392668985
74	0.06301862141
75	0.06273944297
76	0.06233134172
77	0.06207482588
78	0.06158859901
79	0.06111580817
80	0.06031494569
81	0.05966785088
82	0.05875267747
83	0.05808857889
84	0.05763755298
85	0.05689181692
86	0.05659226492
87	0.05588060746
88	0.05525470757
89	0.05473053519
90	0.05442430956
91	0.05423689882
92	0.05399936073
93	0.05371139733
94	0.05334935162
95	0.05287585066
96	0.05274362377
97	0.05259068106
98	0.0521782584
99	0.05192943301
100	0.05168505738
101	0.05142629055
102	0.05106957028
103	0.05053656448
104	0.05021108167
105	0.04982520611
106	0.04938239758
107	0.04906752529
108	0.04889553041
109	0.0486117674
110	0.04850179685
111	0.04801919236
112	0.04796474563
113	0.04785643925
114	0.0476370352
115	0.04757197937
116	0.04729593284
117	0.04720677939
118	0.04673865781
119	0.04631000247
120	0.0458668793
121	0.04575324339
122	0.04550127572
123	0.04539032425
124	0.04528734631
125	0.04511688942
126	0.04500067739
127	0.0448738796
128	0.04472443616
129	0.0446243165
130	0.04445108629
131	0.04436729647
132	0.04405472774
133	0.04373776761
134	0.04368405727
135	0.04338278924
136	0.04310381156
137	0.04302884877
138	0.04284148156
139	0.04259616614
140	0.04250324794
141	0.04224166725
142	0.0420300284
143	0.04190899495
144	0.0416799111
145	0.04163700743
146	0.04147102747
147	0.04114927075
148	0.04092294023
149	0.04077076906
150	0.04071189542
151	0.04055533882
152	0.04037317218
153	0.0402998311
154	0.040105402
155	0.03982894013
156	0.03963058234
157	0.03958907364
158	0.03939073905
159	0.03934475118
160	0.03919728013
161	0.03917965825
162	0.03903203128
163	0.03890894774
164	0.03858442548
165	0.03838307598
166	0.03823936474
167	0.0381546525
168	0.03808522267
169	0.03792278998
170	0.03785547044
171	0.03759930403
172	0.03753988054
173	0.03740893075
174	0.03734632102
175	0.0372250648
176	0.03719982433
177	0.03713986612
178	0.03695698391
179	0.03679243916
180	0.03648812476
181	0.03640769386
182	0.03625953372
183	0.03609236596
184	0.03606584452
185	0.03598600521
186	0.03581370375
187	0.03576172822
188	0.03552495276
189	0.03538910687
190	0.03536172093
191	0.03524046853
192	0.03509171823
193	0.03504652788
194	0.03494379437
195	0.03488535495
196	0.03479633388
197	0.03471412049
198	0.03457200217
199	0.0345393692
200	0.03446409981
201	0.03444282644
202	0.03429624945
203	0.03419614833
204	0.03412017681
205	0.03409061014
206	0.03404658672
207	0.03400263578
208	0.03392309714
209	0.03383130304
210	0.03372599779
211	0.03365923138
212	0.03364130086
213	0.0335946317
214	0.03348890668
215	0.03345208268
216	0.03339745456
217	0.03336292983
218	0.03325663912
219	0.03316858326
220	0.03309511033
221	0.03300101175
222	0.03296250599
223	0.03289770441
224	0.03280045316
225	0.03269364961
226	0.03254615524
227	0.03251301488
228	0.03244511036
229	0.03234139429
230	0.03228251439
231	0.03219947424
232	0.03218520852
233	0.03216374048
234	0.03194720987
235	0.0318972885
236	0.03182294042
237	0.03170418749
238	0.03162285657
239	0.03157909667
240	0.031530769
241	0.03126875381
242	0.03117024824
243	0.03108324819
244	0.03100740156
245	0.03096085605
246	0.03090410268
247	0.03084190829
248	0.03081442537
249	0.0307235798
250	0.03064860085
251	0.0305924694
252	0.03051723047
253	0.0304729016
254	0.03044764071
255	0.0303492464
256	0.03034242946
257	0.03028887132
258	0.03017939826
259	0.03010367996
260	0.03008573115
261	0.03004669028
262	0.02983506892
263	0.02980784529
264	0.02973841614
265	0.02967799396
266	0.02956878686
267	0.02947551144
268	0.02936647009
269	0.02921402181
270	0.02916079869
271	0.02914478411
272	0.02909775317
273	0.02905556362
274	0.02902238595
275	0.02896331999
276	0.02895376727
277	0.02893273606
278	0.0288883398
279	0.02870164386
280	0.0286413959
281	0.02861029964
282	0.02842752307
283	0.02836516038
284	0.02829831082
285	0.02826780112
286	0.02820729995
287	0.02816861187
288	0.02803669753
289	0.02798856763
290	0.02791446277
291	0.02787001591
292	0.02784367361
293	0.0277904357
294	0.02768371109
295	0.02760317539
296	0.02753307021
297	0.02745336713
298	0.02741777542
299	0.02737848589
300	0.0273624144
301	0.02732357349
302	0.02726664438
303	0.02719979745
304	0.02713939449
305	0.02707233842
306	0.02705841672
307	0.02700145554
308	0.02696409934
309	0.02690115572
310	0.02687495224
311	0.02686089492
312	0.02684676271
313	0.02678785889
314	0.0267385839
315	0.02669167895
316	0.02663374124
317	0.02656251936
318	0.02650822145
319	0.02645148079
320	0.02643125008
321	0.02636105272
322	0.02633178481
323	0.02628585681
324	0.02628015306
325	0.02622071687
326	0.02618800918
327	0.02615970474
328	0.0261256662
329	0.02606166156
330	0.02600302497
331	0.02589011809
332	0.02585368957
333	0.02579833675
334	0.02576193239
335	0.02570820091
336	0.02568197182
337	0.02562412207
338	0.02556503736
339	0.02550535565
340	0.02546937495
341	0.02542728608
342	0.02539145193
343	0.02532558862
344	0.02527548907
345	0.02520470087
346	0.02518606815
347	0.02515497488
348	0.02512309515
349	0.02509187275
350	0.02496152917
351	0.02491667043
352	0.02488582999
353	0.02483510196
354	0.02477686232
355	0.02474252011
356	0.02471454919
357	0.02467194166
358	0.02464883949
359	0.02458517306
360	0.02454753717
361	0.02447780702
362	0.02443600934
363	0.02442274739
364	0.02439011245
365	0.0243171634
366	0.02424950987
367	0.02418294724
368	0.02415021822
369	0.02407803783
370	0.02401933443
371	0.02393212355
372	0.02390722638
373	0.02384927509
374	0.02372275595
375	0.02371070598
376	0.02364542297
377	0.02361424565
378	0.02358099992
379	0.023526205
380	0.02350795476
381	0.02348108617
382	0.0234469802
383	0.02333420069
384	0.0233180208
385	0.02329993405
386	0.02328412262
387	0.02322740732
388	0.02320385663
389	0.02316435867
390	0.02314178987
391	0.02311231716
392	0.02306710496
393	0.02303519305
394	0.0230072743
395	0.0229907314
396	0.0229701183
397	0.02295634778
398	0.02291597571
399	0.02277945298
400	0.02268117051
401	0.02266162495
402	0.0226079367
403	0.02257120322
404	0.02255486322
405	0.02245255022
406	0.02241422477
407	0.02237885582
408	0.02235444218
409	0.02233798817
410	0.02229382835
411	0.02226340941
412	0.02224474772
413	0.02220470628
414	0.02209628935
415	0.02205736843
416	0.02203574087
417	0.02197668402
418	0.0218317155
419	0.02177678904
420	0.02175673727
421	0.0216774759
422	0.02159072312
423	0.02156751037
424	0.02154904305
425	0.02149462154
426	0.02146789309
427	0.02145615475
428	0.0214298858
429	0.02138615415
430	0.02135546138
431	0.02132436313
432	0.02128209192
433	0.02126075713
434	0.02122724166
435	0.02120455919
436	0.0211792259
437	0.02115888803
438	0.02114053504
439	0.0211200575
440	0.02103065315
441	0.02100433991
442	0.02093337263
443	0.0208531065
444	0.02082989564
445	0.02080958056
446	0.02077994679
447	0.02072948591
448	0.02069435095
449	0.02067400718
450	0.02063619609
451	0.02060377609
452	0.02057758426
453	0.0205474644
454	0.02052241251
455	0.02048020161
456	0.02043572148
457	0.02042492421
458	0.02039476073
459	0.02037300194
460	0.02021361699
461	0.02019601412
462	0.02015600206
463	0.02012273296
464	0.02009263895
465	0.02007772394
466	0.02003133511
467	0.02001121857
468	0.01998819102
469	0.01995323505
470	0.01994639362
471	0.01993576486
472	0.01991044013
473	0.01990482994
474	0.01988843294
475	0.01984793265
476	0.01981345553
477	0.01979211663
478	0.01976827748
479	0.01975014441
480	0.01972211761
481	0.01966741307
482	0.01964519408
483	0.01960436324
484	0.01960003758
485	0.01958350208
486	0.01955867457
487	0.01952382756
488	0.01949577073
489	0.01947264237
490	0.01944146667
491	0.0193808879
492	0.01934783048
493	0.01932587927
494	0.01930642695
495	0.01929162594
496	0.019258556
497	0.01919738085
498	0.01918306455
499	0.01917006668
500	0.01911971867
501	0.01909696857
502	0.01904911116
503	0.01904158618
504	0.01899650855
505	0.01898621879
506	0.01895758377
507	0.01886446824
508	0.01881845304
509	0.01880923888
510	0.0187713484
511	0.01876239289
512	0.01872589272
513	0.01870775331
514	0.01869111433
515	0.01867262056
516	0.01866324128
517	0.01865456866
518	0.01863142649
519	0.01860950099
520	0.01857731153
521	0.01851047169
522	0.01849876991
523	0.01846249447
524	0.01843232203
525	0.01840688342
526	0.01837978121
527	0.01837013935
528	0.01833230691
529	0.01830088441
530	0.01827669028
531	0.01824251245
532	0.01823640618
533	0.01821922385
534	0.01818790504
535	0.01816536941
536	0.01813996164
537	0.0181016554
538	0.01806779386
539	0.01804056998
540	0.01800376041
541	0.01799410605
542	0.01796759407
543	0.01796048532
544	0.01793046956
545	0.01790626974
546	0.0178949616
547	0.01786807648
548	0.01779452388
549	0.01778041396
550	0.01776927361
551	0.01773918101
552	0.01772078259
553	0.01763829938
554	0.01761854156
555	0.01760495388
556	0.01758152371
557	0.01754201245
558	0.01750493292
559	0.01748716411
560	0.01747339121
561	0.01745263537
562	0.0173135431
563	0.01730088533
564	0.01729157441
